id,title,url,chunk_index,content
405,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#b9e75c44b63627f79,1,"Mode of Instruction
All subjects are offered online. The thesis track requires the application of the appropriate research methodology in an, inquiry on processes, relations. of Units
RDM 201
Concepts and Principles of R&D Management
Unique characteristics of research and development management; imperatives of success in research; research organization/system, structure and organization of researches and their management implications; behavioral problems encountered in research management. 3 units
RDM 202
Strategic R&D Management
Perspectives, concepts, processes, and issues in strategic management in R&D; long-range organizational concern of research systems; and role of leader managers at different levels of the research system. [Prerequisite: R&DM 201]
3 units
RDM 203*
Creativity and Innovation in R&D Organization
Concepts, principles, and processes of creativity  and innovation in different industry setting
3 units
RDM 211*
Support System for R&D
Importance of the research support system; components and functions of research support systems; management system for the research support system. 3 units
RDM 220
Organizational Structures, Processes, and Relations in R&D System
Human and organizational relations, processes and behavior, including implications and applications of organization theory to the practice of research and development management; organizational designs in appropriate research environments; institution building concepts and principles as they are applied to research organizations
[Prerequisite: R&DM 201]
3 units
RDM 231
R&D Project Planning and control
Concepts and principles in program/project planning; application of tools and techniques in program/project planning and control in the research setting
[Prerequisite: R&DM 201]
3 units
RDM 251
Technology Evaluation
Perspectives and frameworks in technology evaluation ; mechanisms in institutionalizing technology evaluation systems
[Prerequisites: R&DM 201 or COI]
3 units
RDM 293*
Research Methods in R&D Management
Approaches, tools, and techniques in R&D management research
3 units
* For Institution
** For Inclusion (Cross listing)
Electives (Thesis: 6 units; Non-thesis: 9 units)
Course Code
Course Title
Course Description
No. of Units
RDM 221
Problem Solving and Decision Making in R&D Management
Qualitative and quantitative approaches and tools for systematic problem solving and decision-making
[Prerequisite: R&DM 201]
3 units
RDM 241*
Regulatory Environment of the R&D Organization
Concepts, importance, and management of regulatory environment of the R&D organization, including compliance, ethical, and legal issues and concerns
[Prerequisite: R&DM 201, COI (Student whose professional work or graduate program is in policy making or any basic or technical science fields, will be allowed to enroll)]
3 units
RDM 252
Technology Commercialization and Utilization
Interdependence of R&D and technology promotion functions in different R&D organizations; technology promotion and commercialization strategies, mechanisms, and techniques; factors in facilitating technology utilization
[Prerequisites: R&DM 251 or COI]
3 units
RDM 253*
Intellectual Property Management in R&D Organization
Concepts and types of intellectual property rights and the issues and concerns in intellectual property rights in R&D
3 units
ENRM 211**
Environmental Planning and Management
3 units
DEVC 208**
Communication, Social Marketing and Social Mobilization
Application of communication, marketing and other social science paradigms, strategies, concepts, principles and practices in promoting and mobilizing people for developmental programs, ideas and products
3 units
PM 227**
Human Resources Development
The government’s manpower development policies and plans as they relate to public personnel in general and to selected agency manpower planning programs in particular; forecasting for manpower needs at the agency level; developing programs to meet such needs
3 units
PM 230**
Financial Management in Government
Financial management, including financial planning, budget analysis and preparation, accounting, cash management, and financial accountability in a government organization
3 units
PM 241**
Public Policy and Program Administration
Introduction to policy analysis, policy system, policy research, the role of the State and the rationale for public policy, policy implementation, including the disciplinary foundation, processes, and methodological and practical issues of Policy Science
3 units
ASEAN 281**
ASEAN Science and Technology
Strategies and policies of the ASEAN Member States (AMS) in the area of science and technology (S&T), S&T infrastructure across the members countries, S&T indicators in terms of their contribution to the ASEAN as a whole. The thesis and special problem can be completed in two semesters."
406,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#b9e75c44b63627f79,2,"Program of Study
Students are expected to take the courses in the following sequence:
Year
First Semester
Number of Units
Second Semester
Number of Units
Mid-Year
1
RDM 201
3 units
RDM 220
3 units
RDM 211
3 units
RDM 231
3 units
2
RDM 202
3 units
RDM 203
3 units
Comprehensive Exam (after all core courses)
RDM 251
3 units
RDM 293
3 units
3
Elective
3 units
RDM 298
*
3 units
Elective
3 units
Elective
*
3 units
RDM 300
**
6 units
*Non-thesis track
**Thesis track
For DR&DM Graduates who wish to proceed to MR&DM
Year
First Semester
Number of Units
Second Semester
Number of Units
1
RDM 202
3 units
RDM 293
3 units
RDM 203
3 units
Electives
3 units
Comprehensive Exam
(after all core courses)
2
R&DM298*
3 units
Elective*
3 units
R&DM300**
6 units
Program Policies
Retention
The retention policy of UPOU will be observed and followed for this program. Transfer/ Shifting
Students of other graduate programs in UPOU/other universities may apply for transfer to the MR&DM program. Students in the DR&DM program may apply for a transfer to the MR&DM program upon completion of the core courses of 18-21 units or at the end of the 1st Semester of your 2nd Year with a GWA of 2.0 or better. Students in the MR&DM program may apply for transfer to the DR&DM program. Graduation
To be eligible for graduation, students must earn the specified units of core and elective courses, and the thesis or special problem (depending on his/her track). In addition, students must:
Take and pass a written comprehensive examination after completing all of the core courses: and
Make and pass an oral presentation of their thesis or special problem a panel composed of their adviser and two members of the program faculty. Students who finished the specified courses equivalent to 24 units of the core courses of the DR&DM program while pursuing the MR&DM degree can choose to pick up” the Diploma in Research & Development Management degree as an exit program. Admission
Enrollment
Academic Calendar
List of FMDS Programs
Search for:
Building Your Successful Business: An Exclusive Interview With Ricca Del Rosario of Half the Price Clothing
June 28th, 2017
[UPDATE] UPOU-FMDS inks agreement on ‘Insulin plant’ research project UPDATE: UPOU has severed its affiliation with CoopHub and OFW Credit Cooperative. January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
407,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#4f3102efe8c406d4e,0,"government agencies, and private research organizations who would like to improve their R&D management skills and capabilities. Program Outcomes
The MR&DM program aims to produce graduates who are able to:
Demonstrate enhanced managerial leadership with an R&D-oriented perspective in organizing,
directing, monitoring and evaluating R&D organization;
Influence the transformation of R&D system as a productive, dynamic, cost-effective,
environmentally adaptive, socially relevant, ethical and development-oriented organization; and
Lead in implementing strategic R&D management innovations in technology generation,
commercialization, and societal development
The MR&DM program will be offered online, consistent with UPOU’s mandate to provide opportunities for alternative access to quality higher education by offering baccalaureate and post-baccalaureate degree programs by distance education, as well as RA 10650 (Open Distance Learning Act), which provides for expanding access to educational services by institutionalizing open distance learning in Philippine higher education. Admission
To qualify for admission, applicants must have:
Admission requirements
Bachelors degree from a reputable higher education institution; and
Relevant work experience in a supervisory or managerial capacity. Other admission requirements:
Applicants to the MR&DM program without relevant work experience in a supervisory or managerial capacity will be admitted initially to the DR&DM program. DR&DM program graduates are qualified for admission to the MR&DM program, provided that they have a GWA of 2.0 or better. Admitted DR&DM graduates will need to validate or re-enroll all courses taken more than five (5) years from their admission to the MR&DM program. Other UP System rules on admission may apply."
408,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#4f3102efe8c406d4e,1,"Mode of Instruction
All subjects are offered online. The thesis track requires the application of the appropriate research methodology in an, inquiry on processes, relations. of Units
RDM 201
Concepts and Principles of R&D Management
Unique characteristics of research and development management; imperatives of success in research; research organization/system, structure and organization of researches and their management implications; behavioral problems encountered in research management. 3 units
RDM 202
Strategic R&D Management
Perspectives, concepts, processes, and issues in strategic management in R&D; long-range organizational concern of research systems; and role of leader managers at different levels of the research system. [Prerequisite: R&DM 201]
3 units
RDM 203*
Creativity and Innovation in R&D Organization
Concepts, principles, and processes of creativity  and innovation in different industry setting
3 units
RDM 211*
Support System for R&D
Importance of the research support system; components and functions of research support systems; management system for the research support system. 3 units
RDM 220
Organizational Structures, Processes, and Relations in R&D System
Human and organizational relations, processes and behavior, including implications and applications of organization theory to the practice of research and development management; organizational designs in appropriate research environments; institution building concepts and principles as they are applied to research organizations
[Prerequisite: R&DM 201]
3 units
RDM 231
R&D Project Planning and control
Concepts and principles in program/project planning; application of tools and techniques in program/project planning and control in the research setting
[Prerequisite: R&DM 201]
3 units
RDM 251
Technology Evaluation
Perspectives and frameworks in technology evaluation ; mechanisms in institutionalizing technology evaluation systems
[Prerequisites: R&DM 201 or COI]
3 units
RDM 293*
Research Methods in R&D Management
Approaches, tools, and techniques in R&D management research
3 units
* For Institution
** For Inclusion (Cross listing)
Electives (Thesis: 6 units; Non-thesis: 9 units)
Course Code
Course Title
Course Description
No. of Units
RDM 221
Problem Solving and Decision Making in R&D Management
Qualitative and quantitative approaches and tools for systematic problem solving and decision-making
[Prerequisite: R&DM 201]
3 units
RDM 241*
Regulatory Environment of the R&D Organization
Concepts, importance, and management of regulatory environment of the R&D organization, including compliance, ethical, and legal issues and concerns
[Prerequisite: R&DM 201, COI (Student whose professional work or graduate program is in policy making or any basic or technical science fields, will be allowed to enroll)]
3 units
RDM 252
Technology Commercialization and Utilization
Interdependence of R&D and technology promotion functions in different R&D organizations; technology promotion and commercialization strategies, mechanisms, and techniques; factors in facilitating technology utilization
[Prerequisites: R&DM 251 or COI]
3 units
RDM 253*
Intellectual Property Management in R&D Organization
Concepts and types of intellectual property rights and the issues and concerns in intellectual property rights in R&D
3 units
ENRM 211**
Environmental Planning and Management
3 units
DEVC 208**
Communication, Social Marketing and Social Mobilization
Application of communication, marketing and other social science paradigms, strategies, concepts, principles and practices in promoting and mobilizing people for developmental programs, ideas and products
3 units
PM 227**
Human Resources Development
The government’s manpower development policies and plans as they relate to public personnel in general and to selected agency manpower planning programs in particular; forecasting for manpower needs at the agency level; developing programs to meet such needs
3 units
PM 230**
Financial Management in Government
Financial management, including financial planning, budget analysis and preparation, accounting, cash management, and financial accountability in a government organization
3 units
PM 241**
Public Policy and Program Administration
Introduction to policy analysis, policy system, policy research, the role of the State and the rationale for public policy, policy implementation, including the disciplinary foundation, processes, and methodological and practical issues of Policy Science
3 units
ASEAN 281**
ASEAN Science and Technology
Strategies and policies of the ASEAN Member States (AMS) in the area of science and technology (S&T), S&T infrastructure across the members countries, S&T indicators in terms of their contribution to the ASEAN as a whole. The thesis and special problem can be completed in two semesters."
409,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#4f3102efe8c406d4e,2,"Program of Study
Students are expected to take the courses in the following sequence:
Year
First Semester
Number of Units
Second Semester
Number of Units
Mid-Year
1
RDM 201
3 units
RDM 220
3 units
RDM 211
3 units
RDM 231
3 units
2
RDM 202
3 units
RDM 203
3 units
Comprehensive Exam (after all core courses)
RDM 251
3 units
RDM 293
3 units
3
Elective
3 units
RDM 298
*
3 units
Elective
3 units
Elective
*
3 units
RDM 300
**
6 units
*Non-thesis track
**Thesis track
For DR&DM Graduates who wish to proceed to MR&DM
Year
First Semester
Number of Units
Second Semester
Number of Units
1
RDM 202
3 units
RDM 293
3 units
RDM 203
3 units
Electives
3 units
Comprehensive Exam
(after all core courses)
2
R&DM298*
3 units
Elective*
3 units
R&DM300**
6 units
Program Policies
Retention
The retention policy of UPOU will be observed and followed for this program. Transfer/ Shifting
Students of other graduate programs in UPOU/other universities may apply for transfer to the MR&DM program. Students in the DR&DM program may apply for a transfer to the MR&DM program upon completion of the core courses of 18-21 units or at the end of the 1st Semester of your 2nd Year with a GWA of 2.0 or better. Students in the MR&DM program may apply for transfer to the DR&DM program. Graduation
To be eligible for graduation, students must earn the specified units of core and elective courses, and the thesis or special problem (depending on his/her track). In addition, students must:
Take and pass a written comprehensive examination after completing all of the core courses: and
Make and pass an oral presentation of their thesis or special problem a panel composed of their adviser and two members of the program faculty. Students who finished the specified courses equivalent to 24 units of the core courses of the DR&DM program while pursuing the MR&DM degree can choose to pick up” the Diploma in Research & Development Management degree as an exit program. Admission
Enrollment
Academic Calendar
List of FMDS Programs
Search for:
Building Your Successful Business: An Exclusive Interview With Ricca Del Rosario of Half the Price Clothing
June 28th, 2017
[UPDATE] UPOU-FMDS inks agreement on ‘Insulin plant’ research project UPDATE: UPOU has severed its affiliation with CoopHub and OFW Credit Cooperative. January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
410,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#eeda998be44fec5ee,0,"government agencies, and private research organizations who would like to improve their R&D management skills and capabilities. Program Outcomes
The MR&DM program aims to produce graduates who are able to:
Demonstrate enhanced managerial leadership with an R&D-oriented perspective in organizing,
directing, monitoring and evaluating R&D organization;
Influence the transformation of R&D system as a productive, dynamic, cost-effective,
environmentally adaptive, socially relevant, ethical and development-oriented organization; and
Lead in implementing strategic R&D management innovations in technology generation,
commercialization, and societal development
The MR&DM program will be offered online, consistent with UPOU’s mandate to provide opportunities for alternative access to quality higher education by offering baccalaureate and post-baccalaureate degree programs by distance education, as well as RA 10650 (Open Distance Learning Act), which provides for expanding access to educational services by institutionalizing open distance learning in Philippine higher education. Admission
To qualify for admission, applicants must have:
Admission requirements
Bachelors degree from a reputable higher education institution; and
Relevant work experience in a supervisory or managerial capacity. Other admission requirements:
Applicants to the MR&DM program without relevant work experience in a supervisory or managerial capacity will be admitted initially to the DR&DM program. DR&DM program graduates are qualified for admission to the MR&DM program, provided that they have a GWA of 2.0 or better. Admitted DR&DM graduates will need to validate or re-enroll all courses taken more than five (5) years from their admission to the MR&DM program. Other UP System rules on admission may apply."
411,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#eeda998be44fec5ee,1,"Mode of Instruction
All subjects are offered online. The thesis track requires the application of the appropriate research methodology in an, inquiry on processes, relations. of Units
RDM 201
Concepts and Principles of R&D Management
Unique characteristics of research and development management; imperatives of success in research; research organization/system, structure and organization of researches and their management implications; behavioral problems encountered in research management. 3 units
RDM 202
Strategic R&D Management
Perspectives, concepts, processes, and issues in strategic management in R&D; long-range organizational concern of research systems; and role of leader managers at different levels of the research system. [Prerequisite: R&DM 201]
3 units
RDM 203*
Creativity and Innovation in R&D Organization
Concepts, principles, and processes of creativity  and innovation in different industry setting
3 units
RDM 211*
Support System for R&D
Importance of the research support system; components and functions of research support systems; management system for the research support system. 3 units
RDM 220
Organizational Structures, Processes, and Relations in R&D System
Human and organizational relations, processes and behavior, including implications and applications of organization theory to the practice of research and development management; organizational designs in appropriate research environments; institution building concepts and principles as they are applied to research organizations
[Prerequisite: R&DM 201]
3 units
RDM 231
R&D Project Planning and control
Concepts and principles in program/project planning; application of tools and techniques in program/project planning and control in the research setting
[Prerequisite: R&DM 201]
3 units
RDM 251
Technology Evaluation
Perspectives and frameworks in technology evaluation ; mechanisms in institutionalizing technology evaluation systems
[Prerequisites: R&DM 201 or COI]
3 units
RDM 293*
Research Methods in R&D Management
Approaches, tools, and techniques in R&D management research
3 units
* For Institution
** For Inclusion (Cross listing)
Electives (Thesis: 6 units; Non-thesis: 9 units)
Course Code
Course Title
Course Description
No. of Units
RDM 221
Problem Solving and Decision Making in R&D Management
Qualitative and quantitative approaches and tools for systematic problem solving and decision-making
[Prerequisite: R&DM 201]
3 units
RDM 241*
Regulatory Environment of the R&D Organization
Concepts, importance, and management of regulatory environment of the R&D organization, including compliance, ethical, and legal issues and concerns
[Prerequisite: R&DM 201, COI (Student whose professional work or graduate program is in policy making or any basic or technical science fields, will be allowed to enroll)]
3 units
RDM 252
Technology Commercialization and Utilization
Interdependence of R&D and technology promotion functions in different R&D organizations; technology promotion and commercialization strategies, mechanisms, and techniques; factors in facilitating technology utilization
[Prerequisites: R&DM 251 or COI]
3 units
RDM 253*
Intellectual Property Management in R&D Organization
Concepts and types of intellectual property rights and the issues and concerns in intellectual property rights in R&D
3 units
ENRM 211**
Environmental Planning and Management
3 units
DEVC 208**
Communication, Social Marketing and Social Mobilization
Application of communication, marketing and other social science paradigms, strategies, concepts, principles and practices in promoting and mobilizing people for developmental programs, ideas and products
3 units
PM 227**
Human Resources Development
The government’s manpower development policies and plans as they relate to public personnel in general and to selected agency manpower planning programs in particular; forecasting for manpower needs at the agency level; developing programs to meet such needs
3 units
PM 230**
Financial Management in Government
Financial management, including financial planning, budget analysis and preparation, accounting, cash management, and financial accountability in a government organization
3 units
PM 241**
Public Policy and Program Administration
Introduction to policy analysis, policy system, policy research, the role of the State and the rationale for public policy, policy implementation, including the disciplinary foundation, processes, and methodological and practical issues of Policy Science
3 units
ASEAN 281**
ASEAN Science and Technology
Strategies and policies of the ASEAN Member States (AMS) in the area of science and technology (S&T), S&T infrastructure across the members countries, S&T indicators in terms of their contribution to the ASEAN as a whole. The thesis and special problem can be completed in two semesters."
412,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#eeda998be44fec5ee,2,"Program of Study
Students are expected to take the courses in the following sequence:
Year
First Semester
Number of Units
Second Semester
Number of Units
Mid-Year
1
RDM 201
3 units
RDM 220
3 units
RDM 211
3 units
RDM 231
3 units
2
RDM 202
3 units
RDM 203
3 units
Comprehensive Exam (after all core courses)
RDM 251
3 units
RDM 293
3 units
3
Elective
3 units
RDM 298
*
3 units
Elective
3 units
Elective
*
3 units
RDM 300
**
6 units
*Non-thesis track
**Thesis track
For DR&DM Graduates who wish to proceed to MR&DM
Year
First Semester
Number of Units
Second Semester
Number of Units
1
RDM 202
3 units
RDM 293
3 units
RDM 203
3 units
Electives
3 units
Comprehensive Exam
(after all core courses)
2
R&DM298*
3 units
Elective*
3 units
R&DM300**
6 units
Program Policies
Retention
The retention policy of UPOU will be observed and followed for this program. Transfer/ Shifting
Students of other graduate programs in UPOU/other universities may apply for transfer to the MR&DM program. Students in the DR&DM program may apply for a transfer to the MR&DM program upon completion of the core courses of 18-21 units or at the end of the 1st Semester of your 2nd Year with a GWA of 2.0 or better. Students in the MR&DM program may apply for transfer to the DR&DM program. Graduation
To be eligible for graduation, students must earn the specified units of core and elective courses, and the thesis or special problem (depending on his/her track). In addition, students must:
Take and pass a written comprehensive examination after completing all of the core courses: and
Make and pass an oral presentation of their thesis or special problem a panel composed of their adviser and two members of the program faculty. Students who finished the specified courses equivalent to 24 units of the core courses of the DR&DM program while pursuing the MR&DM degree can choose to pick up” the Diploma in Research & Development Management degree as an exit program. Admission
Enrollment
Academic Calendar
List of FMDS Programs
Search for:
Building Your Successful Business: An Exclusive Interview With Ricca Del Rosario of Half the Price Clothing
June 28th, 2017
[UPDATE] UPOU-FMDS inks agreement on ‘Insulin plant’ research project UPDATE: UPOU has severed its affiliation with CoopHub and OFW Credit Cooperative. January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
413,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#dbe12032559e8090f,0,"government agencies, and private research organizations who would like to improve their R&D management skills and capabilities. Program Outcomes
The MR&DM program aims to produce graduates who are able to:
Demonstrate enhanced managerial leadership with an R&D-oriented perspective in organizing,
directing, monitoring and evaluating R&D organization;
Influence the transformation of R&D system as a productive, dynamic, cost-effective,
environmentally adaptive, socially relevant, ethical and development-oriented organization; and
Lead in implementing strategic R&D management innovations in technology generation,
commercialization, and societal development
The MR&DM program will be offered online, consistent with UPOU’s mandate to provide opportunities for alternative access to quality higher education by offering baccalaureate and post-baccalaureate degree programs by distance education, as well as RA 10650 (Open Distance Learning Act), which provides for expanding access to educational services by institutionalizing open distance learning in Philippine higher education. Admission
To qualify for admission, applicants must have:
Admission requirements
Bachelors degree from a reputable higher education institution; and
Relevant work experience in a supervisory or managerial capacity. Other admission requirements:
Applicants to the MR&DM program without relevant work experience in a supervisory or managerial capacity will be admitted initially to the DR&DM program. DR&DM program graduates are qualified for admission to the MR&DM program, provided that they have a GWA of 2.0 or better. Admitted DR&DM graduates will need to validate or re-enroll all courses taken more than five (5) years from their admission to the MR&DM program. Other UP System rules on admission may apply."
414,Master of Research and Development Management - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/post-bac/mrdm/#dbe12032559e8090f,1,"Mode of Instruction
All subjects are offered online. The thesis track requires the application of the appropriate research methodology in an, inquiry on processes, relations. of Units
RDM 201
Concepts and Principles of R&D Management
Unique characteristics of research and development management; imperatives of success in research; research organization/system, structure and organization of researches and their management implications; behavioral problems encountered in research management. 3 units
RDM 202
Strategic R&D Management
Perspectives, concepts, processes, and issues in strategic management in R&D; long-range organizational concern of research systems; and role of leader managers at different levels of the research system. [Prerequisite: R&DM 201]
3 units
RDM 203*
Creativity and Innovation in R&D Organization
Concepts, principles, and processes of creativity  and innovation in different industry setting
3 units
RDM 211*
Support System for R&D
Importance of the research support system; components and functions of research support systems; management system for the research support system. 3 units
RDM 220
Organizational Structures, Processes, and Relations in R&D System
Human and organizational relations, processes and behavior, including implications and applications of organization theory to the practice of research and development management; organizational designs in appropriate research environments; institution building concepts and principles as they are applied to research organizations
[Prerequisite: R&DM 201]
3 units
RDM 231
R&D Project Planning and control
Concepts and principles in program/project planning; application of tools and techniques in program/project planning and control in the research setting
[Prerequisite: R&DM 201]
3 units
RDM 251
Technology Evaluation
Perspectives and frameworks in technology evaluation ; mechanisms in institutionalizing technology evaluation systems
[Prerequisites: R&DM 201 or COI]
3 units
RDM 293*
Research Methods in R&D Management
Approaches, tools, and techniques in R&D management research
3 units
* For Institution
** For Inclusion (Cross listing)
Electives (Thesis: 6 units; Non-thesis: 9 units)
Course Code
Course Title
Course Description
No. of Units
RDM 221
Problem Solving and Decision Making in R&D Management
Qualitative and quantitative approaches and tools for systematic problem solving and decision-making
[Prerequisite: R&DM 201]
3 units
RDM 241*
Regulatory Environment of the R&D Organization
Concepts, importance, and management of regulatory environment of the R&D organization, including compliance, ethical, and legal issues and concerns
[Prerequisite: R&DM 201, COI (Student whose professional work or graduate program is in policy making or any basic or technical science fields, will be allowed to enroll)]
3 units
RDM 252
Technology Commercialization and Utilization
Interdependence of R&D and technology promotion functions in different R&D organizations; technology promotion and commercialization strategies, mechanisms, and techniques; factors in facilitating technology utilization
[Prerequisites: R&DM 251 or COI]
3 units
RDM 253*
Intellectual Property Management in R&D Organization
Concepts and types of intellectual property rights and the issues and concerns in intellectual property rights in R&D
3 units
ENRM 211**
Environmental Planning and Management
3 units
DEVC 208**
Communication, Social Marketing and Social Mobilization
Application of communication, marketing and other social science paradigms, strategies, concepts, principles and practices in promoting and mobilizing people for developmental programs, ideas and products
3 units
PM 227**
Human Resources Development
The government’s manpower development policies and plans as they relate to public personnel in general and to selected agency manpower planning programs in particular; forecasting for manpower needs at the agency level; developing programs to meet such needs
3 units
PM 230**
Financial Management in Government
Financial management, including financial planning, budget analysis and preparation, accounting, cash management, and financial accountability in a government organization
3 units
PM 241**
Public Policy and Program Administration
Introduction to policy analysis, policy system, policy research, the role of the State and the rationale for public policy, policy implementation, including the disciplinary foundation, processes, and methodological and practical issues of Policy Science
3 units
ASEAN 281**
ASEAN Science and Technology
Strategies and policies of the ASEAN Member States (AMS) in the area of science and technology (S&T), S&T infrastructure across the members countries, S&T indicators in terms of their contribution to the ASEAN as a whole. The thesis and special problem can be completed in two semesters."
